league,season,team,player,nation,pos,age,born,MP Playing Time,Starts Playing Time,Min Playing Time,90s Playing Time,Gls Performance,Ast Performance,G+A Performance,G-PK Performance,PK Performance,PKatt Performance,CrdY Performance,CrdR Performance,xG Expected,npxG Expected,xAG Expected,npxG+xAG Expected,PrgC Progression,PrgP Progression,PrgR Progression,Gls Per 90 Minutes,Ast Per 90 Minutes,G+A Per 90 Minutes,G-PK Per 90 Minutes,G+A-PK Per 90 Minutes,xG Per 90 Minutes,xAG Per 90 Minutes,xG+xAG Per 90 Minutes,npxG Per 90 Minutes,npxG+xAG Per 90 Minutes,90s,G-xG Expected,np:G-xG Expected,npxG/Sh Expected,Dist Standard,FK Standard,G/Sh Standard,G/SoT Standard,Gls Standard,PK Standard,PKatt Standard,Sh Standard,Sh/90 Standard,SoT Standard,SoT% Standard,SoT/90 Standard,1/3,Ast,CrsPA,A-xAG Expected,xA Expected,KP,Att Long,Cmp Long,Cmp% Long,Att Medium,Cmp Medium,Cmp% Medium,PPA,PrgP,Att Short,Cmp Short,Cmp% Short,Att Total,Cmp Total,Cmp% Total,PrgDist Total,TotDist Total,xAG,Att,In Corner Kicks,Out Corner Kicks,Str Corner Kicks,Blocks Outcomes,Cmp Outcomes,Off Outcomes,CK Pass Types,Crs Pass Types,Dead Pass Types,FK Pass Types,Live Pass Types,Sw Pass Types,TB Pass Types,TI Pass Types,GCA GCA,GCA90 GCA,Def GCA Types,Fld GCA Types,PassDead GCA Types,PassLive GCA Types,Sh GCA Types,TO GCA Types,SCA SCA,SCA90 SCA,Def SCA Types,Fld SCA Types,PassDead SCA Types,PassLive SCA Types,Sh SCA Types,TO SCA Types,Blocks Blocks,Pass Blocks,Sh Blocks,Att Challenges,Lost Challenges,Tkl Challenges,Tkl% Challenges,Clr,Err,Int,Att 3rd Tackles,Def 3rd Tackles,Mid 3rd Tackles,Tkl Tackles,TklW Tackles,Tkl+Int,1/3 Carries,CPA Carries,Carries Carries,Dis Carries,Mis Carries,PrgC Carries,PrgDist Carries,TotDist Carries,PrgR Receiving,Rec Receiving,Att Take-Ons,Succ Take-Ons,Succ% Take-Ons,Tkld Take-Ons,Tkld% Take-Ons,Att 3rd Touches,Att Pen Touches,Def 3rd Touches,Def Pen Touches,Live Touches,Mid 3rd Touches,Touches Touches,Min% Playing Time,Mn/MP Playing Time,Compl Starts,Mn/Start Starts,Starts Starts,Mn/Sub Subs,Subs Subs,unSub Subs,+/- Team Success,+/-90 Team Success,On-Off Team Success,PPM Team Success,onG Team Success,onGA Team Success,On-Off Team Success (xG),onxG Team Success (xG),onxGA Team Success (xG),xG+/- Team Success (xG),xG+/-90 Team Success (xG),Lost Aerial Duels,Won Aerial Duels,Won% Aerial Duels,2CrdY Performance,Crs Performance,Fld Performance,Fls Performance,Int Performance,OG Performance,Off Performance,PKcon Performance,PKwon Performance,Recov Performance,TklW Performance
FRA-Ligue 1,2324,Lille,Bafodé Diakité,FRA,DF,22,2001,21,19,1696,18.8,5,2,7,5,0,0,4,0,2.0,2.0,1.4,3.5,15,95,16,0.27,0.11,0.37,0.27,0.37,0.11,0.08,0.19,0.11,0.19,18.8,3.0,3.0,0.13,8.7,0,0.31,0.71,5,0,0,16,0.85,7,43.8,0.37,91,2,0,0.6,0.7,13,92,77,83.7,633,596,94.2,1,95,545,503,92.3,1311,1206,92.0,7113,20793,1.4,1311,0,0,0,11,1206,0,0,3,102,45,1209,3,0,49,2,0.11,0,0,0,1,1,0,22,1.17,1,1,1,18,1,0,16,8,8,32,8,24,75.0,49,1,21,2,12,15,29,20,50,15,2,1127,5,8,15,2977,5724,16,1067,8,5,62.5,3,37.5,123,31,502,105,1464,846,1464,55.4,81,17,89,19,6,2,4,6,0.32,-0.47,1.76,28,22,-0.45,23.8,20.9,2.9,0.15,19,32,62.7,0,3,12,16,21,0,2,1,0,83,20
FRA-Ligue 1,2324,Lille,Benjamin André,FRA,MF,32,1990,30,29,2570,28.6,4,0,4,4,0,0,8,0,2.6,2.6,1.3,3.9,19,180,37,0.14,0.0,0.14,0.14,0.14,0.09,0.05,0.14,0.09,0.14,28.6,1.4,1.4,0.11,17.0,0,0.17,0.44,4,0,0,23,0.81,9,39.1,0.32,173,0,2,-1.3,2.2,19,199,123,61.8,733,648,88.4,9,180,860,751,87.3,1919,1598,83.3,7329,26448,1.3,1919,0,0,0,34,1598,6,0,19,58,57,1855,19,5,1,3,0.11,0,2,0,1,0,0,49,1.72,2,5,1,41,0,0,34,29,5,81,38,43,53.1,60,0,35,5,39,45,89,49,124,40,1,1701,22,29,19,3343,8056,37,1612,23,10,43.5,13,56.5,293,32,496,103,2242,1461,2242,84.0,86,23,87,29,35,1,0,15,0.53,-0.03,1.77,39,24,0.85,39.4,25.3,14.1,0.49,56,78,58.2,0,19,43,51,35,0,1,0,0,195,49
FRA-Ligue 1,2324,Lille,Carlos Baleba,CMR,MF,19,2004,2,1,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,0.7,0.0,0.0,0.02,30.4,0,0.0,0.0,0,0,0,2,2.95,1,50.0,1.48,5,0,0,0.0,0.0,0,6,4,66.7,13,12,92.3,0,3,22,20,90.9,45,39,86.7,100,627,0.0,45,0,0,0,0,39,0,0,0,0,0,45,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,4,1,3,75.0,0,0,2,1,1,4,6,2,8,1,0,43,2,0,1,69,203,1,42,0,0,,0,,12,0,8,1,59,39,59,2.0,31,0,60,1,1,1,1,0,0.0,-0.54,2.0,1,1,-0.93,1.2,1.6,-0.4,-0.55,0,0,,0,0,2,2,2,0,0,0,0,2,2
FRA-Ligue 1,2324,Lille,Edon Zhegrova,KVX,FW,24,1999,33,25,2288,25.4,6,6,12,6,0,0,3,1,6.2,6.2,6.2,12.4,110,90,322,0.24,0.24,0.47,0.24,0.47,0.24,0.24,0.49,0.24,0.49,25.4,-0.2,-0.2,0.08,20.3,8,0.07,0.21,6,0,0,82,3.23,29,35.4,1.14,43,6,13,-0.2,7.8,46,115,42,36.5,394,296,75.1,53,90,473,408,86.3,1043,764,73.3,3392,12061,6.2,1043,34,30,0,33,764,1,85,174,137,24,905,3,1,28,15,0.59,0,0,1,9,0,5,123,4.84,0,5,20,63,10,25,17,16,1,36,22,14,38.9,8,0,8,8,9,15,32,18,40,78,54,1013,50,55,110,3825,7820,322,986,174,90,51.7,76,43.7,842,115,110,17,1387,463,1387,74.8,69,6,82,25,31,8,1,19,0.75,0.86,1.76,39,20,0.14,34.9,24.9,10.0,0.39,11,6,35.3,0,174,31,23,8,0,11,0,0,101,18
FRA-Ligue 1,2324,Lille,Gabriel Gudmundsson,SWE,"DF,FW",24,1999,25,14,1267,14.1,1,0,1,1,0,0,2,0,1.1,1.1,1.2,2.2,39,37,66,0.07,0.0,0.07,0.07,0.07,0.08,0.08,0.16,0.08,0.16,14.1,-0.1,-0.1,0.07,17.5,0,0.07,0.2,1,0,0,15,1.07,5,33.3,0.36,20,0,5,-1.2,1.6,13,41,26,63.4,233,187,80.3,10,37,249,209,83.9,560,437,78.0,1602,6983,1.2,560,0,0,0,24,437,1,1,36,80,11,479,0,0,68,2,0.14,0,0,0,1,1,0,22,1.56,1,0,0,17,1,3,14,11,3,20,8,12,60.0,25,0,15,2,7,13,22,16,37,19,13,484,17,25,39,1373,3180,66,439,32,9,28.1,18,56.3,216,39,177,35,711,332,711,41.4,51,7,80,14,14,11,9,8,0.57,0.07,1.72,21,13,-0.35,18.5,16.3,2.1,0.15,14,9,39.1,0,36,19,21,15,0,4,0,0,65,16
FRA-Ligue 1,2324,Lille,Hákon Arnar Haraldsson,ISL,"FW,MF",20,2003,26,15,1284,14.3,2,0,2,2,0,0,5,0,0.8,0.8,1.5,2.2,25,48,90,0.14,0.0,0.14,0.14,0.14,0.05,0.1,0.16,0.05,0.16,14.3,1.2,1.2,0.06,18.2,0,0.17,0.33,2,0,0,12,0.84,6,50.0,0.42,38,0,1,-1.5,1.6,15,33,26,78.8,195,165,84.6,11,48,272,227,83.5,549,451,82.1,1432,6644,1.5,549,1,0,0,13,451,3,2,7,21,6,525,4,3,4,1,0.07,0,1,0,0,0,0,35,2.45,0,5,2,23,2,3,7,5,2,21,16,5,23.8,5,0,3,1,4,7,12,8,15,27,9,552,15,27,25,1338,3212,90,528,36,15,41.7,17,47.2,240,38,81,9,664,353,664,42.0,49,1,73,15,17,11,7,-5,-0.35,-1.52,1.73,16,21,-0.54,16.5,15.9,0.6,0.04,8,1,11.1,0,7,28,15,3,0,1,0,0,48,8
FRA-Ligue 1,2324,Lille,Ichem Ferrah,FRA,FW,17,2005,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,0,0,0,0.0,0.0,0,0,0,,0,0,,0,0,1,1,100.0,1,1,100.0,6,8,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,7,2,2,0,0,,0,,1,0,0,0,3,2,3,0.1,3,0,,0,3,1,0,0,0.0,-0.53,3.0,0,0,-0.71,0.0,0.0,0.0,-0.35,0,0,,0,0,0,1,0,0,0,0,0,0,0
FRA-Ligue 1,2324,Lille,Ignacio Miramon,ARG,MF,20,2003,2,1,39,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,3,0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,0.4,-0.1,-0.1,0.03,29.9,0,0.0,0.0,0,0,0,2,4.62,1,50.0,2.31,2,0,0,0.0,0.0,0,4,3,75.0,14,13,92.9,0,3,12,11,91.7,32,28,87.5,135,492,0.0,32,0,0,0,1,28,0,0,0,0,0,32,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,1,1,0,0.0,0,0,0,0,0,1,1,0,1,1,0,30,0,1,1,76,151,0,29,0,0,,0,,6,0,5,1,37,28,37,1.3,20,0,38,1,1,1,17,-2,-4.62,-5.21,1.5,0,2,-2.05,0.2,1.0,-0.7,-1.67,0,0,,0,0,1,0,0,0,0,0,0,4,0
FRA-Ligue 1,2324,Lille,Ismaily,BRA,DF,33,1990,30,28,2465,27.4,1,1,2,1,0,0,1,0,0.3,0.3,1.2,1.4,74,114,110,0.04,0.04,0.07,0.04,0.07,0.01,0.04,0.05,0.01,0.05,27.4,0.7,0.7,0.04,17.9,0,0.14,0.25,1,0,0,7,0.26,4,57.1,0.15,90,1,7,-0.2,1.5,10,83,43,51.8,540,470,87.0,23,114,810,714,88.1,1505,1262,83.9,6452,18690,1.2,1505,0,0,0,25,1262,2,0,29,225,27,1278,4,0,198,2,0.07,0,0,0,2,0,0,32,1.17,2,2,0,25,0,3,33,27,6,60,29,31,51.7,77,0,32,13,34,25,72,47,104,58,14,1173,18,32,74,3775,7171,110,1098,57,26,45.6,29,50.9,373,38,500,93,1811,960,1811,80.6,82,24,87,28,16,2,2,12,0.44,-0.47,1.67,43,31,0.13,38.2,27.8,10.5,0.38,16,42,72.4,0,29,23,15,32,0,3,0,0,126,47
FRA-Ligue 1,2324,Lille,Ivan Cavaleiro,POR,FW,29,1993,17,9,770,8.6,1,1,2,1,0,0,1,0,1.3,1.3,1.2,2.5,18,23,77,0.12,0.12,0.23,0.12,0.23,0.15,0.15,0.29,0.15,0.29,8.6,-0.3,-0.3,0.12,13.4,0,0.09,0.33,1,0,0,11,1.29,3,27.3,0.35,7,1,2,-0.2,1.7,12,26,11,42.3,80,57,71.3,10,23,154,131,85.1,282,207,73.4,777,2965,1.2,282,6,0,0,6,207,0,11,29,15,4,267,1,0,0,1,0.12,0,0,0,1,0,0,18,2.1,0,1,3,12,1,1,9,7,2,20,13,7,35.0,6,0,5,3,3,4,10,6,15,14,5,282,11,25,18,541,1515,77,268,18,10,55.6,8,44.4,166,31,41,6,366,161,366,25.2,45,0,74,9,13,8,6,11,1.29,1.01,1.94,14,3,0.16,11.4,7.3,4.1,0.48,22,15,40.5,0,29,7,10,5,0,2,0,0,31,6
FRA-Ligue 1,2324,Lille,Jonathan David,CAN,FW,23,2000,34,30,2629,29.2,19,4,23,17,2,3,4,0,17.5,15.0,3.3,18.3,47,79,198,0.65,0.14,0.79,0.58,0.72,0.6,0.11,0.71,0.51,0.63,29.2,1.5,2.0,0.2,14.1,0,0.22,0.4,19,2,3,76,2.6,43,56.6,1.47,53,4,1,0.7,2.3,32,15,12,80.0,219,186,84.9,26,79,359,306,85.2,655,537,82.0,1592,7433,3.3,655,0,0,0,18,537,5,0,2,40,2,610,0,0,0,9,0.31,0,2,0,3,3,1,77,2.64,0,6,1,58,9,3,16,16,0,26,18,8,30.8,4,0,9,7,6,13,26,15,35,33,22,712,44,55,47,1494,3779,198,693,39,15,38.5,19,48.7,404,128,60,6,905,454,908,85.9,77,14,86,30,14,4,0,17,0.58,0.37,1.74,48,31,1.19,45.1,29.8,15.4,0.53,67,21,23.9,0,2,56,29,9,0,13,0,2,83,15
FRA-Ligue 1,2324,Lille,Leny Yoro,FRA,DF,17,2005,32,30,2673,29.7,2,0,2,2,0,0,5,0,1.5,1.5,0.1,1.7,8,68,3,0.07,0.0,0.07,0.07,0.07,0.05,0.0,0.06,0.05,0.06,29.7,0.5,0.5,0.11,9.6,0,0.14,0.25,2,0,0,14,0.47,8,57.1,0.27,52,0,0,-0.1,0.3,2,193,124,64.2,979,936,95.6,1,68,657,628,95.6,1880,1731,92.1,9753,31353,0.1,1880,0,0,0,4,1731,1,0,1,83,47,1796,12,0,4,3,0.1,0,0,0,1,2,0,15,0.51,2,0,1,9,3,0,20,6,14,31,14,17,54.8,97,1,36,2,27,7,36,25,72,7,0,1639,1,15,8,4082,8150,3,1540,11,8,72.7,2,18.2,35,18,1046,241,2118,1048,2118,87.4,84,29,89,30,8,2,2,16,0.54,0.07,1.72,47,31,-0.41,41.9,32.8,9.1,0.31,25,44,63.8,0,1,16,20,36,1,0,1,0,124,25
FRA-Ligue 1,2324,Lille,Lucas Chevalier,FRA,GK,21,2001,33,33,2969,33.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,9,0,0,-0.1,0.1,2,478,215,45.0,434,431,99.3,2,2,262,260,99.2,1186,914,77.1,14432,21421,0.1,1186,0,0,0,0,914,4,0,0,226,103,956,3,1,0,1,0.03,0,0,0,1,0,0,5,0.15,0,0,0,5,0,0,1,1,0,4,1,3,75.0,11,2,0,0,3,0,3,0,3,0,0,931,2,1,0,2712,4958,0,692,0,0,,0,,0,0,1249,968,1255,6,1255,97.0,90,32,90,33,,0,0,18,0.55,0.55,1.76,50,32,0.21,47.4,35.4,12.0,0.36,0,4,100.0,0,0,7,1,0,0,0,1,0,54,0
FRA-Ligue 1,2324,Lille,Nabil Bentaleb,ALG,MF,28,1994,26,23,1967,21.9,0,3,3,0,0,0,7,0,0.4,0.4,0.9,1.2,11,136,17,0.0,0.14,0.14,0.0,0.14,0.02,0.04,0.06,0.02,0.06,21.9,-0.4,-0.4,0.04,29.3,1,0.0,0.0,0,0,0,10,0.46,2,20.0,0.09,147,3,0,2.1,0.8,14,199,144,72.4,606,545,89.9,9,136,584,519,88.9,1454,1248,85.8,6885,22387,0.9,1454,1,0,0,15,1248,4,1,6,45,42,1405,18,4,2,5,0.23,0,0,0,5,0,0,38,1.74,1,1,2,34,0,0,33,21,12,43,21,22,51.2,33,0,37,2,29,18,49,32,86,28,1,1287,18,27,11,2066,5606,17,1202,19,14,73.7,4,21.1,155,6,406,84,1667,1120,1667,64.3,76,19,85,23,5,3,0,11,0.5,-0.07,1.73,35,24,-0.38,31.2,26.4,4.8,0.22,13,24,64.9,0,6,18,23,37,0,0,1,0,142,32
FRA-Ligue 1,2324,Lille,Rémy Cabella,FRA,"FW,MF",33,1990,30,14,1477,16.4,2,2,4,2,0,0,0,0,5.2,5.2,3.3,8.5,72,106,160,0.12,0.12,0.24,0.12,0.24,0.32,0.2,0.52,0.32,0.52,16.4,-3.2,-3.2,0.16,15.5,0,0.06,0.14,2,0,0,33,2.01,14,42.4,0.85,67,2,0,-1.3,3.6,32,71,35,49.3,306,248,81.0,24,106,455,399,87.7,908,732,80.6,3045,10534,3.3,908,8,12,0,15,732,7,36,51,98,31,803,1,3,22,10,0.61,1,1,2,4,2,0,76,4.64,4,2,16,47,5,2,32,32,0,54,34,20,37.0,5,0,5,15,19,20,54,36,59,52,22,835,16,28,72,2393,5230,160,782,48,21,43.8,24,50.0,520,80,109,12,1111,497,1111,48.3,49,6,84,14,19,16,1,11,0.67,0.27,1.8,27,16,0.35,27.5,18.7,8.8,0.54,17,7,29.2,0,51,38,16,5,0,3,0,0,87,36
FRA-Ligue 1,2324,Lille,Samuel Umtiti,FRA,DF,29,1993,6,2,185,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,5,0,0,0.0,0.0,0,17,14,82.4,92,89,96.7,0,8,52,49,94.2,165,156,94.5,750,2948,0.0,165,0,0,0,1,156,0,0,0,8,6,157,1,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,4,3,1,25.0,4,0,2,0,0,1,1,1,3,0,0,154,0,0,0,310,674,0,144,1,0,0.0,1,100.0,0,0,79,13,178,99,178,6.0,31,1,68,2,13,4,10,-3,-1.46,-2.12,1.83,2,5,0.88,3.6,1.1,2.5,1.19,1,1,50.0,0,0,1,3,2,0,0,0,0,9,1
FRA-Ligue 1,2324,Lille,Tiago Fonseca Morais,POR,FW,19,2003,3,0,46,0.5,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,3,3,2,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.7,0.7,0.5,-0.4,-0.4,0.36,13.0,0,0.0,,0,0,0,1,1.96,0,0.0,0.0,1,0,0,0.0,0.0,0,2,1,50.0,3,2,66.7,1,3,10,8,80.0,15,11,73.3,62,162,0.0,15,1,0,0,0,11,0,2,1,2,0,13,0,0,0,0,0.0,0,0,0,0,0,0,1,1.96,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,1,0,0,1,1,1,2,0,1,17,0,1,3,49,100,2,13,3,0,0.0,3,100.0,8,2,2,0,23,14,23,1.5,15,0,,0,15,3,7,0,0.0,-0.54,3.0,0,0,0.52,0.6,0.1,0.4,0.87,0,0,,0,1,0,1,1,0,0,0,0,3,1
FRA-Ligue 1,2324,Lille,Tiago Santos,POR,DF,21,2002,29,26,2365,26.3,1,2,3,1,0,0,6,0,1.4,1.4,2.3,3.6,89,105,137,0.04,0.08,0.11,0.04,0.11,0.05,0.09,0.14,0.05,0.14,26.3,-0.4,-0.4,0.04,22.5,0,0.03,0.14,1,0,0,33,1.26,7,21.2,0.27,83,2,10,-0.3,2.6,27,178,94,52.8,582,483,83.0,25,105,582,509,87.5,1396,1113,79.7,4850,18957,2.3,1396,0,0,0,30,1113,1,0,83,266,58,1129,9,1,208,6,0.23,0,0,1,4,0,1,68,2.59,1,10,4,46,0,7,24,19,5,52,22,30,57.7,37,0,15,13,31,19,63,42,78,55,22,1167,26,44,89,3810,7938,137,1080,105,54,51.4,36,34.3,494,53,371,50,1715,876,1715,77.3,82,25,90,26,12,3,4,14,0.53,0.01,1.76,41,27,0.35,40.5,29.0,11.5,0.44,23,12,34.3,0,83,87,38,15,0,0,1,0,127,42
FRA-Ligue 1,2324,Lille,Trévis Dago,CIV,"FW,MF",18,2005,4,0,23,0.3,0,1,1,0,0,0,1,0,0.0,0.0,0.4,0.5,1,0,1,0.0,3.91,3.91,0.0,3.91,0.16,1.63,1.78,0.16,1.78,0.3,0.0,0.0,0.04,9.5,0,0.0,,0,0,0,1,3.91,0,0.0,0.0,0,1,1,0.6,0.0,1,0,0,,1,1,100.0,1,0,3,1,33.3,4,2,50.0,19,31,0.4,4,0,0,0,0,2,0,0,1,0,0,4,0,0,0,2,7.83,0,0,0,1,0,1,2,7.83,0,0,0,1,0,1,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,1,1,0,6,0,0,1,22,40,1,4,1,1,100.0,0,0.0,5,2,1,0,9,4,9,0.8,6,0,,0,6,4,4,2,7.83,7.35,1.75,2,0,5.34,1.5,0.0,1.4,5.66,1,1,50.0,0,1,1,2,1,0,0,0,0,1,0
FRA-Ligue 1,2324,Lille,Vito Mannone,ITA,GK,35,1988,2,1,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,2,0,0,0.0,0.0,0,20,9,45.0,13,13,100.0,0,0,5,5,100.0,38,27,71.1,553,772,0.0,38,0,0,0,0,27,0,0,0,5,4,33,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,59,119,0,24,0,0,,0,,0,0,41,32,41,0,41,3.0,46,1,90,1,1,1,26,0,0.0,-0.55,2.0,2,2,-0.21,1.2,1.0,0.2,0.15,0,0,,0,0,0,0,0,0,0,0,0,6,0
FRA-Ligue 1,2324,Lille,Yusuf Yazıcı,TUR,"MF,FW",26,1997,27,16,1312,14.6,5,2,7,5,0,0,5,0,5.4,5.4,1.9,7.3,31,48,90,0.34,0.14,0.48,0.34,0.48,0.37,0.13,0.5,0.37,0.5,14.6,-0.4,-0.4,0.14,16.5,6,0.13,0.36,5,0,0,40,2.74,14,35.0,0.96,37,2,1,0.1,3.1,18,37,23,62.2,140,110,78.6,11,48,261,215,82.4,489,377,77.1,1323,5416,1.9,489,2,4,0,14,377,3,7,19,29,10,457,1,1,1,5,0.34,0,0,1,4,0,0,40,2.74,1,0,7,26,5,1,10,9,1,15,11,4,26.7,5,0,5,4,6,9,19,11,24,21,6,499,22,32,31,1274,2769,90,478,30,13,43.3,17,56.7,287,67,74,8,636,281,636,42.9,49,2,71,16,16,11,3,7,0.48,-0.09,1.63,22,15,-0.56,18.6,18.0,0.5,0.04,14,5,26.3,0,19,14,19,5,0,4,0,0,56,11
FRA-Ligue 1,2324,Lorient,Adrian Grbić,AUT,FW,26,1996,1,0,31,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,4,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27,0.3,-0.1,-0.1,0.05,23.1,1,0.0,,0,0,0,2,5.81,0,0.0,0.0,0,0,0,0.0,0.0,0,2,0,0.0,2,1,50.0,0,0,8,6,75.0,13,7,53.8,6,85,0.0,13,0,0,0,0,7,0,0,1,3,1,10,0,0,0,0,0.0,0,0,0,0,0,0,1,2.9,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,10,22,4,8,0,0,,0,,6,1,1,0,16,9,16,1.0,31,0,,0,31,1,1,-2,-5.81,-5.18,0.0,0,2,-1.74,0.4,1.1,-0.8,-2.23,1,2,66.7,0,1,0,0,0,0,0,0,0,0,0
FRA-Ligue 1,2324,Lorient,Aurélien Pelon,FRA,DF,19,2004,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,0,0,0,0.0,0.0,0,5,5,100.0,18,13,72.2,0,1,9,8,88.9,33,26,78.8,191,555,0.0,33,0,0,0,0,26,0,0,0,0,0,33,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,2,2,2,0,0.0,7,0,0,0,1,0,1,0,1,0,0,27,0,0,0,30,135,0,25,1,1,100.0,0,0.0,1,0,31,13,44,12,44,2.9,90,1,90,1,,0,1,-3,-3.0,-2.39,0.0,0,3,-1.71,0.1,2.3,-2.2,-2.17,0,1,100.0,0,0,0,1,0,0,0,0,0,2,0
FRA-Ligue 1,2324,Lorient,Ayman Kari,FRA,MF,18,2004,14,12,893,9.9,1,1,2,1,0,0,1,0,0.6,0.6,0.8,1.5,22,37,53,0.1,0.1,0.2,0.1,0.2,0.06,0.08,0.15,0.06,0.15,9.9,0.4,0.4,0.09,14.6,0,0.14,0.33,1,0,0,7,0.71,3,42.9,0.3,25,1,0,0.2,1.0,13,19,13,68.4,131,118,90.1,12,37,204,181,88.7,386,338,87.6,925,4814,0.8,386,0,0,0,11,338,1,0,1,1,1,384,2,4,0,3,0.3,0,0,0,3,0,0,33,3.32,0,2,0,29,1,1,19,17,2,19,7,12,63.2,9,1,6,0,9,9,18,14,24,23,3,409,14,21,22,1060,2701,53,382,30,16,53.3,12,40.0,174,23,103,10,508,244,508,29.2,64,1,71,12,21,2,2,-8,-0.81,-0.18,1.0,11,19,0.04,10.1,14.9,-4.8,-0.48,7,2,22.2,0,1,28,10,6,0,0,0,0,50,14
FRA-Ligue 1,2324,Lorient,Badredine Bouanani,ALG,MF,18,2004,11,4,443,4.9,1,0,1,1,0,0,0,0,1.4,1.4,0.9,2.3,30,32,27,0.2,0.0,0.2,0.2,0.2,0.28,0.18,0.46,0.28,0.46,4.9,-0.4,-0.4,0.09,21.1,0,0.07,0.2,1,0,0,15,3.05,5,33.3,1.02,13,0,2,-0.9,1.0,9,28,23,82.1,68,59,86.8,13,32,72,60,83.3,180,146,81.1,796,2763,0.9,180,3,1,0,8,146,1,6,10,18,6,161,4,0,6,2,0.41,0,0,0,2,0,0,24,4.89,0,2,5,16,0,1,3,3,0,4,2,2,50.0,3,0,2,2,1,1,4,2,6,22,5,181,11,13,30,761,1549,27,171,14,8,57.1,5,35.7,117,15,27,3,231,96,231,14.5,40,1,75,4,21,7,2,2,0.41,1.27,0.91,7,5,0.75,8.2,7.6,0.7,0.13,3,0,0.0,0,10,10,1,2,0,0,0,0,18,2
FRA-Ligue 1,2324,Lorient,Bamba Dieng,SEN,FW,23,2000,16,5,549,6.1,4,1,5,4,0,0,3,0,3.2,3.2,1.6,4.8,5,4,44,0.66,0.16,0.82,0.66,0.82,0.53,0.27,0.79,0.53,0.79,6.1,0.8,0.8,0.19,16.1,2,0.24,0.57,4,0,0,17,2.79,7,41.2,1.15,3,1,0,-0.6,0.9,8,5,4,80.0,31,22,71.0,2,4,67,55,82.1,117,90,76.9,105,1190,1.6,117,0,0,0,2,90,0,0,5,18,0,99,0,0,1,4,0.65,0,0,0,2,2,0,19,3.11,0,6,0,9,3,1,3,3,0,3,2,1,33.3,7,0,0,0,0,3,3,3,3,2,3,127,10,20,5,183,697,44,137,11,3,27.3,7,63.6,79,31,14,7,188,95,188,17.9,34,1,66,5,20,11,2,-9,-1.48,-0.97,0.94,7,16,0.38,9.0,10.2,-1.2,-0.2,19,17,47.2,0,5,19,7,0,0,6,0,0,12,3
